"geoid","region_name","measure","value","year","measure_type","region_type"
"51041","Chesterfield County, Virginia","adequateplus",817,2020,"count","county"
"51043","Clarke County, Virginia","adequateplus",29,2020,"count","county"
"51045","Craig County, Virginia","adequateplus",7,2020,"count","county"
"51047","Culpeper County, Virginia","adequateplus",115,2020,"count","county"
"51049","Cumberland County, Virginia","adequateplus",16,2020,"count","county"
"51051","Dickenson County, Virginia","adequateplus",5,2020,"count","county"
"51053","Dinwiddie County, Virginia","adequateplus",44,2020,"count","county"
"51057","Essex County, Virginia","adequateplus",53,2020,"count","county"
"51059","Fairfax County, Virginia","adequateplus",2381,2020,"count","county"
"51061","Fauquier County, Virginia","adequateplus",113,2020,"count","county"
"51063","Floyd County, Virginia","adequateplus",21,2020,"count","county"
"51065","Fluvanna County, Virginia","adequateplus",68,2020,"count","county"
"51067","Franklin County, Virginia","adequateplus",113,2020,"count","county"
"51069","Frederick County, Virginia","adequateplus",157,2020,"count","county"
"51071","Giles County, Virginia","adequateplus",35,2020,"count","county"
"51073","Gloucester County, Virginia","adequateplus",100,2020,"count","county"
"51075","Goochland County, Virginia","adequateplus",40,2020,"count","county"
"51077","Grayson County, Virginia","adequateplus",21,2020,"count","county"
"51079","Greene County, Virginia","adequateplus",53,2020,"count","county"
"51081","Greensville County, Virginia","adequateplus",21,2020,"count","county"
"51083","Halifax County, Virginia","adequateplus",65,2020,"count","county"
"51085","Hanover County, Virginia","adequateplus",259,2020,"count","county"
"51087","Henrico County, Virginia","adequateplus",915,2020,"count","county"
"51089","Henry County, Virginia","adequateplus",66,2020,"count","county"
"51091","Highland County, Virginia","adequateplus",5,2020,"count","county"
"51093","Isle of Wight County, Virginia","adequateplus",81,2020,"count","county"
"51095","James City County, Virginia","adequateplus",122,2020,"count","county"
"51097","King and Queen County, Virginia","adequateplus",10,2020,"count","county"
"51099","King George County, Virginia","adequateplus",66,2020,"count","county"
"51101","King William County, Virginia","adequateplus",57,2020,"count","county"
"51103","Lancaster County, Virginia","adequateplus",26,2020,"count","county"
"51105","Lee County, Virginia","adequateplus",15,2020,"count","county"
"51107","Loudoun County, Virginia","adequateplus",734,2020,"count","county"
"51109","Louisa County, Virginia","adequateplus",103,2020,"count","county"
"51111","Lunenburg County, Virginia","adequateplus",24,2020,"count","county"
"51113","Madison County, Virginia","adequateplus",27,2020,"count","county"
"51115","Mathews County, Virginia","adequateplus",19,2020,"count","county"
"51117","Mecklenburg County, Virginia","adequateplus",53,2020,"count","county"
"51119","Middlesex County, Virginia","adequateplus",26,2020,"count","county"
"51121","Montgomery County, Virginia","adequateplus",134,2020,"count","county"
"51125","Nelson County, Virginia","adequateplus",33,2020,"count","county"
"51127","New Kent County, Virginia","adequateplus",60,2020,"count","county"
"51131","Northampton County, Virginia","adequateplus",32,2020,"count","county"
"51133","Northumberland County, Virginia","adequateplus",29,2020,"count","county"
"51135","Nottoway County, Virginia","adequateplus",27,2020,"count","county"
"51137","Orange County, Virginia","adequateplus",87,2020,"count","county"
"51139","Page County, Virginia","adequateplus",52,2020,"count","county"
"51141","Patrick County, Virginia","adequateplus",13,2020,"count","county"
"51143","Pittsylvania County, Virginia","adequateplus",151,2020,"count","county"
"51145","Powhatan County, Virginia","adequateplus",52,2020,"count","county"
"51147","Prince Edward County, Virginia","adequateplus",46,2020,"count","county"
"51149","Prince George County, Virginia","adequateplus",71,2020,"count","county"
"51153","Prince William County, Virginia","adequateplus",1096,2020,"count","county"
"51155","Pulaski County, Virginia","adequateplus",58,2020,"count","county"
"51157","Rappahannock County, Virginia","adequateplus",11,2020,"count","county"
"51159","Richmond County, Virginia","adequateplus",29,2020,"count","county"
"51161","Roanoke County, Virginia","adequateplus",184,2020,"count","county"
"51163","Rockbridge County, Virginia","adequateplus",30,2020,"count","county"
"51165","Rockingham County, Virginia","adequateplus",181,2020,"count","county"
"51167","Russell County, Virginia","adequateplus",25,2020,"count","county"
"51169","Scott County, Virginia","adequateplus",4,2020,"count","county"
"51171","Shenandoah County, Virginia","adequateplus",115,2020,"count","county"
"51173","Smyth County, Virginia","adequateplus",32,2020,"count","county"
"51175","Southampton County, Virginia","adequateplus",37,2020,"count","county"
"51177","Spotsylvania County, Virginia","adequateplus",341,2020,"count","county"
"51179","Stafford County, Virginia","adequateplus",402,2020,"count","county"
"51181","Surry County, Virginia","adequateplus",11,2020,"count","county"
"51183","Sussex County, Virginia","adequateplus",14,2020,"count","county"
"51185","Tazewell County, Virginia","adequateplus",43,2020,"count","county"
"51187","Warren County, Virginia","adequateplus",75,2020,"count","county"
"51191","Washington County, Virginia","adequateplus",35,2020,"count","county"
"51193","Westmoreland County, Virginia","adequateplus",40,2020,"count","county"
"51195","Wise County, Virginia","adequateplus",33,2020,"count","county"
"51197","Wythe County, Virginia","adequateplus",29,2020,"count","county"
"51199","York County, Virginia","adequateplus",128,2020,"count","county"
"51510","Alexandria city, Virginia","adequateplus",546,2020,"count","county"
"51520","Bristol city, Virginia","adequateplus",2,2020,"count","county"
"51530","Buena Vista city, Virginia","adequateplus",22,2020,"count","county"
"51540","Charlottesville city, Virginia","adequateplus",144,2020,"count","county"
"51550","Chesapeake city, Virginia","adequateplus",874,2020,"count","county"
"51570","Colonial Heights city, Virginia","adequateplus",48,2020,"count","county"
"51580","Covington city, Virginia","adequateplus",19,2020,"count","county"
"51590","Danville city, Virginia","adequateplus",101,2020,"count","county"
"51595","Emporia city, Virginia","adequateplus",16,2020,"count","county"
"51600","Fairfax city, Virginia","adequateplus",101,2020,"count","county"
"51610","Falls Church city, Virginia","adequateplus",29,2020,"count","county"
"51620","Franklin city, Virginia","adequateplus",41,2020,"count","county"
"51630","Fredericksburg city, Virginia","adequateplus",94,2020,"count","county"
"51640","Galax city, Virginia","adequateplus",25,2020,"count","county"
"51650","Hampton city, Virginia","adequateplus",410,2020,"count","county"
"51660","Harrisonburg city, Virginia","adequateplus",159,2020,"count","county"
"51670","Hopewell city, Virginia","adequateplus",73,2020,"count","county"
"51678","Lexington city, Virginia","adequateplus",27,2020,"count","county"
"51680","Lynchburg city, Virginia","adequateplus",672,2020,"count","county"
"51683","Manassas city, Virginia","adequateplus",81,2020,"count","county"
"51685","Manassas Park city, Virginia","adequateplus",5,2020,"count","county"
"51690","Martinsville city, Virginia","adequateplus",39,2020,"count","county"
"51700","Newport News city, Virginia","adequateplus",579,2020,"count","county"
"51710","Norfolk city, Virginia","adequateplus",917,2020,"count","county"
"51720","Norton city, Virginia","adequateplus",5,2020,"count","county"
"51730","Petersburg city, Virginia","adequateplus",122,2020,"count","county"
"51735","Poquoson city, Virginia","adequateplus",32,2020,"count","county"
"51740","Portsmouth city, Virginia","adequateplus",395,2020,"count","county"
"51750","Radford city, Virginia","adequateplus",33,2020,"count","county"
"51760","Richmond city, Virginia","adequateplus",641,2020,"count","county"
"51770","Roanoke city, Virginia","adequateplus",301,2020,"count","county"
"51775","Salem city, Virginia","adequateplus",65,2020,"count","county"
"51790","Staunton city, Virginia","adequateplus",123,2020,"count","county"
"51800","Suffolk city, Virginia","adequateplus",262,2020,"count","county"
"51810","Virginia Beach city, Virginia","adequateplus",1369,2020,"count","county"
"51820","Waynesboro city, Virginia","adequateplus",133,2020,"count","county"
"51830","Williamsburg city, Virginia","adequateplus",10,2020,"count","county"
"51840","Winchester city, Virginia","adequateplus",59,2020,"count","county"
"51001","Accomack County, Virginia","total",289,2020,"count","county"
"51003","Albemarle County, Virginia","total",965,2020,"count","county"
"51005","Alleghany County, Virginia","total",86,2020,"count","county"
"51007","Amelia County, Virginia","total",149,2020,"count","county"
"51009","Amherst County, Virginia","total",296,2020,"count","county"
"51011","Appomattox County, Virginia","total",207,2020,"count","county"
"51013","Arlington County, Virginia","total",2125,2020,"count","county"
"51015","Augusta County, Virginia","total",489,2020,"count","county"
"51017","Bath County, Virginia","total",40,2020,"count","county"
"51019","Bedford County, Virginia","total",628,2020,"count","county"
"51021","Bland County, Virginia","total",32,2020,"count","county"
"51023","Botetourt County, Virginia","total",227,2020,"count","county"
"51025","Brunswick County, Virginia","total",140,2020,"count","county"
"51027","Buchanan County, Virginia","total",86,2020,"count","county"
"51029","Buckingham County, Virginia","total",131,2020,"count","county"
"51031","Campbell County, Virginia","total",360,2020,"count","county"
"51033","Caroline County, Virginia","total",322,2020,"count","county"
"51035","Carroll County, Virginia","total",186,2020,"count","county"
"51036","Charles City County, Virginia","total",40,2020,"count","county"
"51037","Charlotte County, Virginia","total",147,2020,"count","county"
"51041","Chesterfield County, Virginia","total",3814,2020,"count","county"
"51043","Clarke County, Virginia","total",122,2020,"count","county"
"51045","Craig County, Virginia","total",42,2020,"count","county"
"51047","Culpeper County, Virginia","total",660,2020,"count","county"
"51049","Cumberland County, Virginia","total",70,2020,"count","county"
"51051","Dickenson County, Virginia","total",53,2020,"count","county"
"51053","Dinwiddie County, Virginia","total",196,2020,"count","county"
"51057","Essex County, Virginia","total",111,2020,"count","county"
"51059","Fairfax County, Virginia","total",11511,2020,"count","county"
"51061","Fauquier County, Virginia","total",695,2020,"count","county"
"51063","Floyd County, Virginia","total",144,2020,"count","county"
"51065","Fluvanna County, Virginia","total",251,2020,"count","county"
"51067","Franklin County, Virginia","total",463,2020,"count","county"
"51069","Frederick County, Virginia","total",951,2020,"count","county"
"51071","Giles County, Virginia","total",166,2020,"count","county"
"51073","Gloucester County, Virginia","total",345,2020,"count","county"
"51075","Goochland County, Virginia","total",154,2020,"count","county"
"51077","Grayson County, Virginia","total",100,2020,"count","county"
"51079","Greene County, Virginia","total",243,2020,"count","county"
"51081","Greensville County, Virginia","total",85,2020,"count","county"
"51083","Halifax County, Virginia","total",322,2020,"count","county"
"51085","Hanover County, Virginia","total",950,2020,"count","county"
"51087","Henrico County, Virginia","total",3542,2020,"count","county"
"51089","Henry County, Virginia","total",269,2020,"count","county"
"51091","Highland County, Virginia","total",17,2020,"count","county"
"51093","Isle of Wight County, Virginia","total",358,2020,"count","county"
"51095","James City County, Virginia","total",743,2020,"count","county"
"51097","King and Queen County, Virginia","total",57,2020,"count","county"
